OBJECTID,tipo_muestra,longitude,latitude,Departamento,Municipio,tecnica_medicion,Li_ppm2,Cu_ppm2,Co_ppm2,Ni_ppm2,La_ppm2,Ce_ppm2,Pr_ppm2,Nd_ppm2,Sm_ppm2,Eu_ppm2,Gd_ppm2,Tb_ppm2,Dy_ppm2,Ho_ppm2,Er_ppm2,Tm_ppm2,Yb_ppm2,Lu_ppm2,Sc_ppm2,Y_ppm2
33343,SU: Suelo,-73.07762593,5.67497559,BOYACA,FIRAVITOBA,Plasma (ICP),,7,,7,,,,,,,,,,,,,,,,16
33344,SU: Suelo,-73.0772621,5.676602421,BOYACA,PAIPA,ICP,,,2,,43.8,88,,25,,1.2,,0.9,,,,,5.7,0.89,8.3,
33345,SU: Suelo,-73.0772621,5.676602421,BOYACA,PAIPA,Plasma (ICP),,5,,3,,,,,,,,,,,,,,,,23
33346,SU: Suelo,-73.07554424,5.678317321,BOYACA,PAIPA,ICP,,,2,,35.4,77,,25,,1.2,,0.9,,,,,4.7,0.71,9.3,
33347,SU: Suelo,-73.07554424,5.678317321,BOYACA,PAIPA,Plasma (ICP),,5,,3,,,,,,,,,,,,,,,,21
33348,SU: Suelo,-73.07553521,5.678317305,BOYACA,PAIPA,Plasma (ICP),,5,,9,,,,,,,,,,,,,,,,32
33349,SU: Suelo,-73.07391835,5.679037815,BOYACA,PAIPA,ICP,,,3,,43.7,88,,28,,1.3,,0.9,,,,,5.3,0.81,9.1,
33350,SU: Suelo,-73.07391835,5.679037815,BOYACA,PAIPA,Plasma (ICP),,5,,16,,,,,,,,,,,,,,,,25
33351,SU: Suelo,-73.0723824,5.679939289,BOYACA,FIRAVITOBA,ICP,,,7,,39.9,96,,20,,1.1,,-0.5,,,,,3.5,0.54,7.7,
33352,SU: Suelo,-73.0723824,5.679939289,BOYACA,FIRAVITOBA,Plasma (ICP),,4,,12,,,,,,,,,,,,,,,,13
33353,SU: Suelo,-73.07120764,5.680750973,BOYACA,FIRAVITOBA,ICP,,,2,,61.3,126,,41,,1.7,,0.9,,,,,4.4,0.66,9.7,
33354,SU: Suelo,-73.07120764,5.680750973,BOYACA,FIRAVITOBA,Plasma (ICP),,13,,12,,,,,,,,,,,,,,,,20
33355,SU: Suelo,-73.06949022,5.682194607,BOYACA,PAIPA,ICP,,,1,,42.5,84,,24,,1.1,,0.6,,,,,5,0.76,8,
33356,SU: Suelo,-73.06949022,5.682194607,BOYACA,PAIPA,Plasma (ICP),,3,,4,,,,,,,,,,,,,,,,26
33357,SU: Suelo,-73.06822567,5.682734884,BOYACA,FIRAVITOBA,ICP,,,1,,62.8,130,,45,,1.3,,0.9,,,,,4.6,0.7,11.1,
33358,SU: Suelo,-73.06822567,5.682734884,BOYACA,FIRAVITOBA,Plasma (ICP),,20,,9,,,,,,,,,,,,,,,,23
33359,SU: Suelo,-73.06650934,5.68354561,BOYACA,FIRAVITOBA,ICP,,,3,,45.7,89,,30,,1.1,,-0.5,,,,,2.8,0.42,6,
33360,SU: Suelo,-73.06650934,5.68354561,BOYACA,FIRAVITOBA,Plasma (ICP),,5,,4,,,,,,,,,,,,,,,,12
33361,SU: Suelo,-73.06869629,5.671614756,BOYACA,FIRAVITOBA,ICP,,,3,,31.5,62,,18,,0.8,,-0.5,,,,,2.5,0.39,3.9,
33362,SU: Suelo,-73.06869629,5.671614756,BOYACA,FIRAVITOBA,Plasma (ICP),,3,,6,,,,,,,,,,,,,,,,8
33363,SU: Suelo,-73.06941505,5.673514708,BOYACA,FIRAVITOBA,ICP,,,5,,50.3,121,,15,,0.8,,-0.5,,,,,2.3,0.38,4.7,
33364,SU: Suelo,-73.06941505,5.673514708,BOYACA,FIRAVITOBA,Plasma (ICP),,7,,4,,,,,,,,,,,,,,,,15
33365,SU: Suelo,-73.07013381,5.67541466,BOYACA,FIRAVITOBA,ICP,,,2,,51.7,108,,37,,1.8,,1.4,,,,,7.6,1.16,11.3,
33366,SU: Suelo,-73.07013381,5.67541466,BOYACA,FIRAVITOBA,Plasma (ICP),,6,,10,,,,,,,,,,,,,,,,42
33367,SU: Suelo,-73.06949745,5.678035565,BOYACA,FIRAVITOBA,ICP,,,4,,37.9,71,,24,,1,,0.6,,,,,4.2,0.64,7.4,
33368,SU: Suelo,-73.06949745,5.678035565,BOYACA,FIRAVITOBA,Plasma (ICP),,13,,13,,,,,,,,,,,,,,,,26
33369,SU: Suelo,-73.0696742,5.680205815,BOYACA,FIRAVITOBA,ICP,,,4,,31.9,59,,15,,0.8,,-0.5,,,,,2.5,0.39,5.6,
33370,SU: Suelo,-73.0696742,5.680205815,BOYACA,FIRAVITOBA,Plasma (ICP),,19,,7,,,,,,,,,,,,,,,,11
33371,SU: Suelo,-73.07029783,5.684908443,BOYACA,PAIPA,ICP,,,1,,44.7,71,,21,,0.9,,0.7,,,,,4.2,0.65,6.3,
33372,SU: Suelo,-73.07029783,5.684908443,BOYACA,PAIPA,Plasma (ICP),,18,,6,,,,,,,,,,,,,,,,14
33373,SU: Suelo,-73.0711067,5.686898968,BOYACA,PAIPA,ICP,,,5,,81,84,,30,,1.4,,-0.5,,,,,2.5,0.39,2.6,
33374,SU: Suelo,-73.0711067,5.686898968,BOYACA,PAIPA,Plasma (ICP),,15,,5,,,,,,,,,,,,,,,,19
33375,SU: Suelo,-73.07236687,5.688890278,BOYACA,PAIPA,ICP,,,3,,25.5,62,,12,,0.8,,-0.5,,,,,3.5,0.53,4.7,
33376,SU: Suelo,-73.07236687,5.688890278,BOYACA,PAIPA,Plasma (ICP),,21,,6,,,,,,,,,,,,,,,,8
33377,SU: Suelo,-73.07245384,5.69078913,BOYACA,PAIPA,ICP,,,3,,117,213,,67,,2.6,,1.2,,,,,5.8,0.87,14.4,
33378,SU: Suelo,-73.07245384,5.69078913,BOYACA,PAIPA,Plasma (ICP),,18,,13,,,,,,,,,,,,,,,,24
33379,SU: Suelo,-73.07263106,5.692688139,BOYACA,PAIPA,ICP,,,2,,39.3,81,,28,,1.1,,0.7,,,,,4.7,0.71,6.9,
33380,SU: Suelo,-73.07263106,5.692688139,BOYACA,PAIPA,Plasma (ICP),,12,,7,,,,,,,,,,,,,,,,23
33381,SU: Suelo,-73.0720851,5.695218786,BOYACA,PAIPA,ICP,,,4,,38.4,76,,32,,1.3,,0.8,,,,,3.7,0.6,8.5,
33382,SU: Suelo,-73.0720851,5.695218786,BOYACA,PAIPA,Plasma (ICP),,71,,24,,,,,,,,,,,,,,,,22
33383,SU: Suelo,-73.07208101,5.69756955,BOYACA,PAIPA,ICP,,,6,,77.8,64,,51,,2.5,,1.4,,,,,5.7,0.9,5.9,
33384,SU: Suelo,-73.07208101,5.69756955,BOYACA,PAIPA,Plasma (ICP),,64,,16,,,,,,,,,,,,,,,,39
33385,SU: Suelo,-73.07072395,5.699375464,BOYACA,PAIPA,ICP,,,2,,50.1,65,,18,,1.3,,-0.5,,,,,2,0.32,3,
33386,SU: Suelo,-73.07072395,5.699375464,BOYACA,PAIPA,Plasma (ICP),,32,,5,,,,,,,,,,,,,,,,8
33387,SU: Suelo,-73.06918605,5.701361886,BOYACA,PAIPA,ICP,,,8,,23.3,83,,20,,1.1,,-0.5,,,,,3.5,0.54,6.8,
33388,SU: Suelo,-73.06918605,5.701361886,BOYACA,PAIPA,Plasma (ICP),,22,,9,,,,,,,,,,,,,,,,13
33389,SU: Suelo,-73.06665668,5.702532833,BOYACA,PAIPA,ICP,,,5,,57.7,112,,23,,1,,0.5,,,,,2,0.3,3.4,
33390,SU: Suelo,-73.06665668,5.702532833,BOYACA,PAIPA,Plasma (ICP),,19,,7,,,,,,,,,,,,,,,,9
33391,SU: Suelo,-73.06664766,5.702532817,BOYACA,PAIPA,Plasma (ICP),,103,,20,,,,,,,,,,,,,,,,9
33392,SU: Suelo,-73.07462304,5.689075033,BOYACA,PAIPA,ICP,,,7,,45,82,,30,,1.2,,0.7,,,,,3,0.49,8.5,
33393,SU: Suelo,-73.07462304,5.689075033,BOYACA,PAIPA,Plasma (ICP),,109,,42,,,,,,,,,,,,,,,,7
33394,SU: Suelo,-73.07687921,5.689259779,BOYACA,PAIPA,ICP,,,3,,39.6,85,,28,,1.1,,0.9,,,,,4.8,0.7,7.8,
33395,SU: Suelo,-73.07687921,5.689259779,BOYACA,PAIPA,Plasma (ICP),,4,,11,,,,,,,,,,,,,,,,28
33396,SU: Suelo,-73.07913648,5.688811618,BOYACA,PAIPA,ICP,,,1,,68.4,102,,24,,0.8,,-0.5,,,,,1.6,0.27,4.9,
33397,SU: Suelo,-73.07913648,5.688811618,BOYACA,PAIPA,Plasma (ICP),,-1,,7,,,,,,,,,,,,,,,,5
33398,SU: Suelo,-73.08121478,5.687458992,BOYACA,PAIPA,ICP,,,-1,,38.1,69,,14,,0.9,,-0.5,,,,,1.9,0.29,2.7,
33399,SU: Suelo,-73.08121478,5.687458992,BOYACA,PAIPA,Plasma (ICP),,-1,,3,,,,,,,,,,,,,,,,16
33400,SU: Suelo,-73.08230193,5.685110089,BOYACA,PAIPA,ICP,,,6,,40.6,82,,25,,1.3,,1.1,,,,,4.5,0.73,8.3,
33401,SU: Suelo,-73.08230193,5.685110089,BOYACA,PAIPA,Plasma (ICP),,30,,14,,,,,,,,,,,,,,,,30
33402,SU: Suelo,-73.08465052,5.684029157,BOYACA,PAIPA,ICP,,,3,,27,53,,15,,0.9,,0.7,,,,,4,0.6,8.7,
33403,SU: Suelo,-73.08465052,5.684029157,BOYACA,PAIPA,Plasma (ICP),,14,,10,,,,,,,,,,,,,,,,17
33404,SU: Suelo,-73.08744684,5.68502852,BOYACA,PAIPA,ICP,,,2,,26.9,53,,12,,0.9,,0.8,,,,,4.6,0.71,6.4,
33405,SU: Suelo,-73.08744684,5.68502852,BOYACA,PAIPA,Plasma (ICP),,3,,7,,,,,,,,,,,,,,,,14
33406,SU: Suelo,-73.090154,5.685394816,BOYACA,PAIPA,ICP,,,2,,32.2,66,,19,,1,,0.8,,,,,6.3,0.96,7.3,
33407,SU: Suelo,-73.090154,5.685394816,BOYACA,PAIPA,Plasma (ICP),,-1,,9,,,,,,,,,,,,,,,,29
33408,SU: Suelo,-73.0922295,5.685669606,BOYACA,PAIPA,ICP,,,2,,43.7,79,,25,,1,,0.7,,,,,4.7,0.71,6.8,
33409,SU: Suelo,-73.0922295,5.685669606,BOYACA,PAIPA,Plasma (ICP),,-1,,2,,,,,,,,,,,,,,,,25
33410,SU: Suelo,-73.09457731,5.685040704,BOYACA,PAIPA,ICP,,,5,,43.1,84,,29,,1.5,,0.9,,,,,4.3,0.65,8.8,
33411,SU: Suelo,-73.09457731,5.685040704,BOYACA,PAIPA,Plasma (ICP),,13,,13,,,,,,,,,,,,,,,,33
33412,SU: Suelo,-73.09656516,5.683778276,BOYACA,PAIPA,ICP,,,9,,53,144,,45,,1.7,,1.1,,,,,4.2,0.64,8.8,
33413,SU: Suelo,-73.09656516,5.683778276,BOYACA,PAIPA,Plasma (ICP),,4,,26,,,,,,,,,,,,,,,,32
33414,SU: Suelo,-73.09900353,5.682968677,BOYACA,PAIPA,ICP,,,5,,56.8,107,,32,,1.4,,0.8,,,,,4.4,0.67,9.7,
33415,SU: Suelo,-73.09900353,5.682968677,BOYACA,PAIPA,Plasma (ICP),,18,,20,,,,,,,,,,,,,,,,18
33416,SU: Suelo,-73.10108253,5.681163894,BOYACA,PAIPA,ICP,,,13,,23.4,69,,12,,0.7,,-0.5,,,,,3.1,0.46,5.3,
33417,SU: Suelo,-73.10108253,5.681163894,BOYACA,PAIPA,Plasma (ICP),,11,,6,,,,,,,,,,,,,,,,9
33418,SU: Suelo,-73.10397142,5.680807109,BOYACA,PAIPA,ICP,,,3,,24,53,,16,,0.9,,-0.5,,,,,4.3,0.63,6.3,
33419,SU: Suelo,-73.10397142,5.680807109,BOYACA,PAIPA,Plasma (ICP),,2,,10,,,,,,,,,,,,,,,,16
33420,SU: Suelo,-73.1039624,5.680807093,BOYACA,PAIPA,Plasma (ICP),,3,,5,,,,,,,,,,,,,,,,18
33421,SU: Suelo,-73.10577781,5.680086828,BOYACA,PAIPA,ICP,,,2,,58.5,120,,40,,1.9,,1.2,,,,,6.8,1.08,13.8,
33422,SU: Suelo,-73.10577781,5.680086828,BOYACA,PAIPA,Plasma (ICP),,4,,12,,,,,,,,,,,,,,,,21
33423,SU: Suelo,-73.10731372,5.679185256,BOYACA,PAIPA,ICP,,,3,,25.7,53,,19,,0.8,,-0.5,,,,,3.6,0.58,10.7,
33424,SU: Suelo,-73.10731372,5.679185256,BOYACA,PAIPA,Plasma (ICP),,11,,9,,,,,,,,,,,,,,,,9
33425,SU: Suelo,-73.10876013,5.677831453,BOYACA,PAIPA,ICP,,,6,,59.9,127,,39,,1.9,,-0.5,,,,,5,0.79,14.3,
33426,SU: Suelo,-73.10876013,5.677831453,BOYACA,PAIPA,Plasma (ICP),,16,,15,,,,,,,,,,,,,,,,24
33427,SU: Suelo,-73.11101885,5.676479003,BOYACA,PAIPA,ICP,,,7,,95.1,196,,89,,3.7,,2.2,,,,,7.5,1.15,9.4,
33428,SU: Suelo,-73.11101885,5.676479003,BOYACA,PAIPA,Plasma (ICP),,30,,23,,,,,,,,,,,,,,,,88
33429,SU: Suelo,-73.11300619,5.675487752,BOYACA,TUTA,ICP,,,7,,31.4,71,,21,,1.3,,-0.5,,,,,4.5,0.68,8.9,
33430,SU: Suelo,-73.11300619,5.675487752,BOYACA,TUTA,Plasma (ICP),,16,,14,,,,,,,,,,,,,,,,24
33431,SU: Suelo,-73.11472004,5.676123516,BOYACA,TUTA,ICP,,,6,,36.2,63,,20,,1.1,,-0.5,,,,,2.7,0.41,5.8,
33432,SU: Suelo,-73.11472004,5.676123516,BOYACA,TUTA,Plasma (ICP),,25,,8,,,,,,,,,,,,,,,,10
33433,SU: Suelo,-73.11625249,5.677301467,BOYACA,TUTA,ICP,,,3,,40.7,77,,25,,1.3,,0.7,,,,,4.2,0.65,7.4,
33434,SU: Suelo,-73.11625249,5.677301467,BOYACA,TUTA,Plasma (ICP),,8,,9,,,,,,,,,,,,,,,,15
33435,SU: Suelo,-73.11805736,5.677485297,BOYACA,TUTA,ICP,,,3,,29.7,61,,22,,0.9,,-0.5,,,,,3.2,0.48,8.4,
33436,SU: Suelo,-73.11805736,5.677485297,BOYACA,TUTA,Plasma (ICP),,14,,16,,,,,,,,,,,,,,,,9
33437,SU: Suelo,-73.12049494,5.677127675,BOYACA,TUTA,ICP,,,2,,29,56,,21,,0.9,,-0.5,,,,,3.6,0.55,8.4,
33438,SU: Suelo,-73.12049494,5.677127675,BOYACA,TUTA,Plasma (ICP),,14,,16,,,,,,,,,,,,,,,,13
33439,R: Roca,-73.07725307,5.676602406,BOYACA,PAIPA,Plasma (ICP),,2,,5,,,,,,,,,,,,,,,,8
33440,R: Roca,-73.07207607,5.695218771,BOYACA,PAIPA,Plasma (ICP),,8,,5,,,,,,,,,,,,,,,,14
33775,S: Sedimento,-74.46961846,5.191725191,CUNDINAMARCA,ÚTICA,ICP,,,12,,,,,,,,,,,,,,,,,
33776,S: Sedimento,-74.46961846,5.191725191,CUNDINAMARCA,ÚTICA,Plasma (ICP),,56,,90,,,,,,,,,,,,,,,,
33777,S: Sedimento,-74.46255884,5.211189525,CUNDINAMARCA,ÚTICA,ICP,,,6,,,,,,,,,,,,,,,,,
33778,S: Sedimento,-74.46255884,5.211189525,CUNDINAMARCA,ÚTICA,Plasma (ICP),,50,,116,,,,,,,,,,,,,,,,
33779,S: Sedimento,-74.42625191,5.192238937,CUNDINAMARCA,LA PEÑA,ICP,,,11,,,,,,,,,,,,,,,,,
33780,S: Sedimento,-74.42625191,5.192238937,CUNDINAMARCA,LA PEÑA,Plasma (ICP),,49,,96,,,,,,,,,,,,,,,,
33781,S: Sedimento,-74.42869737,5.194254123,CUNDINAMARCA,LA PEÑA,ICP,,,11,,,,,,,,,,,,,,,,,
33782,S: Sedimento,-74.42869737,5.194254123,CUNDINAMARCA,LA PEÑA,Plasma (ICP),,65,,93,,,,,,,,,,,,,,,,
33783,S: Sedimento,-74.45657156,5.154015802,CUNDINAMARCA,ÚTICA,ICP,,,11,,,,,,,,,,,,,,,,,
33784,S: Sedimento,-74.45657156,5.154015802,CUNDINAMARCA,ÚTICA,Plasma (ICP),,29,,70,,,,,,,,,,,,,,,,
33785,S: Sedimento,-74.45651729,5.153753594,CUNDINAMARCA,ÚTICA,ICP,,,7,,,,,,,,,,,,,,,,,
33786,S: Sedimento,-74.45651729,5.153753594,CUNDINAMARCA,ÚTICA,Plasma (ICP),,27,,54,,,,,,,,,,,,,,,,
33787,S: Sedimento,-74.44049532,5.162769548,CUNDINAMARCA,LA PEÑA,ICP,,,12,,,,,,,,,,,,,,,,,
33788,S: Sedimento,-74.44049532,5.162769548,CUNDINAMARCA,LA PEÑA,Plasma (ICP),,53,,92,,,,,,,,,,,,,,,,
33789,S: Sedimento,-74.37642101,5.160976286,CUNDINAMARCA,NIMAIMA,ICP,,,8,,,,,,,,,,,,,,,,,
33790,S: Sedimento,-74.37642101,5.160976286,CUNDINAMARCA,NIMAIMA,Plasma (ICP),,38,,41,,,,,,,,,,,,,,,,
33791,S: Sedimento,-74.34464183,5.151522565,CUNDINAMARCA,VERGARA,ICP,,,9,,,,,,,,,,,,,,,,,
33792,S: Sedimento,-74.34464183,5.151522565,CUNDINAMARCA,VERGARA,Plasma (ICP),,39,,48,,,,,,,,,,,,,,,,
33793,S: Sedimento,-74.46739904,5.101904864,CUNDINAMARCA,QUEBRADANEGRA,ICP,,,9,,,,,,,,,,,,,,,,,
33794,S: Sedimento,-74.46739904,5.101904864,CUNDINAMARCA,QUEBRADANEGRA,Plasma (ICP),,17,,25,,,,,,,,,,,,,,,,
33795,S: Sedimento,-74.41202566,5.119316381,CUNDINAMARCA,LA PEÑA,ICP,,,17,,,,,,,,,,,,,,,,,
33796,S: Sedimento,-74.41202566,5.119316381,CUNDINAMARCA,LA PEÑA,Plasma (ICP),,43,,64,,,,,,,,,,,,,,,,
33797,S: Sedimento,-74.40472156,5.121436176,CUNDINAMARCA,NIMAIMA,ICP,,,11,,,,,,,,,,,,,,,,,
33798,S: Sedimento,-74.40472156,5.121436176,CUNDINAMARCA,NIMAIMA,Plasma (ICP),,42,,61,,,,,,,,,,,,,,,,
33799,S: Sedimento,-74.31959242,5.119819181,CUNDINAMARCA,VERGARA,ICP,,,8,,,,,,,,,,,,,,,,,
33800,S: Sedimento,-74.31959242,5.119819181,CUNDINAMARCA,VERGARA,Plasma (ICP),,16,,38,,,,,,,,,,,,,,,,
33801,S: Sedimento,-74.44549355,5.070729179,CUNDINAMARCA,VILLETA,ICP,,,10,,,,,,,,,,,,,,,,,
33802,S: Sedimento,-74.44549355,5.070729179,CUNDINAMARCA,VILLETA,Plasma (ICP),,24,,48,,,,,,,,,,,,,,,,
33803,S: Sedimento,-74.4539703,5.070398758,CUNDINAMARCA,QUEBRADANEGRA,ICP,,,8,,,,,,,,,,,,,,,,,
33804,S: Sedimento,-74.4539703,5.070398758,CUNDINAMARCA,QUEBRADANEGRA,Plasma (ICP),,24,,21,,,,,,,,,,,,,,,,
33805,S: Sedimento,-74.40310396,5.061202677,CUNDINAMARCA,NOCAIMA,ICP,,,8,,,,,,,,,,,,,,,,,
33806,S: Sedimento,-74.40310396,5.061202677,CUNDINAMARCA,NOCAIMA,Plasma (ICP),,34,,51,,,,,,,,,,,,,,,,
33807,S: Sedimento,-74.31859194,5.073049686,CUNDINAMARCA,VERGARA,ICP,,,6,,,,,,,,,,,,,,,,,
33808,S: Sedimento,-74.31859194,5.073049686,CUNDINAMARCA,VERGARA,Plasma (ICP),,21,,24,,,,,,,,,,,,,,,,
33809,S: Sedimento,-74.32127811,5.045639626,CUNDINAMARCA,LA VEGA,ICP,,,12,,,,,,,,,,,,,,,,,
33810,S: Sedimento,-74.32127811,5.045639626,CUNDINAMARCA,LA VEGA,Plasma (ICP),,15,,36,,,,,,,,,,,,,,,,
33811,S: Sedimento,-74.45273842,5.029580279,CUNDINAMARCA,VILLETA,ICP,,,10,,,,,,,,,,,,,,,,,
33812,S: Sedimento,-74.45273842,5.029580279,CUNDINAMARCA,VILLETA,Plasma (ICP),,41,,89,,,,,,,,,,,,,,,,
33813,S: Sedimento,-74.40218751,5.049881495,CUNDINAMARCA,NOCAIMA,ICP,,,7,,,,,,,,,,,,,,,,,
33814,S: Sedimento,-74.40218751,5.049881495,CUNDINAMARCA,NOCAIMA,Plasma (ICP),,55,,107,,,,,,,,,,,,,,,,
33815,S: Sedimento,-74.37195615,5.041639768,CUNDINAMARCA,LA VEGA,ICP,,,13,,,,,,,,,,,,,,,,,
33816,S: Sedimento,-74.37195615,5.041639768,CUNDINAMARCA,LA VEGA,Plasma (ICP),,37,,61,,,,,,,,,,,,,,,,
33817,S: Sedimento,-74.33023914,5.015414799,CUNDINAMARCA,LA VEGA,ICP,,,13,,,,,,,,,,,,,,,,,
33818,S: Sedimento,-74.33023914,5.015414799,CUNDINAMARCA,LA VEGA,Plasma (ICP),,10,,27,,,,,,,,,,,,,,,,
33819,S: Sedimento,-74.46936019,4.973324313,CUNDINAMARCA,VILLETA,ICP,,,11,,,,,,,,,,,,,,,,,
33820,S: Sedimento,-74.46936019,4.973324313,CUNDINAMARCA,VILLETA,Plasma (ICP),,35,,77,,,,,,,,,,,,,,,,
33821,S: Sedimento,-74.43849979,4.980096937,CUNDINAMARCA,SASAIMA,ICP,,,8,,,,,,,,,,,,,,,,,
33822,S: Sedimento,-74.43849979,4.980096937,CUNDINAMARCA,SASAIMA,Plasma (ICP),,33,,101,,,,,,,,,,,,,,,,
33823,S: Sedimento,-74.3542045,4.965759554,CUNDINAMARCA,LA VEGA,ICP,,,8,,,,,,,,,,,,,,,,,
33824,S: Sedimento,-74.3542045,4.965759554,CUNDINAMARCA,LA VEGA,Plasma (ICP),,24,,86,,,,,,,,,,,,,,,,
33825,S: Sedimento,-74.32734248,4.986098767,CUNDINAMARCA,LA VEGA,ICP,,,6,,,,,,,,,,,,,,,,,
33826,S: Sedimento,-74.32734248,4.986098767,CUNDINAMARCA,LA VEGA,Plasma (ICP),,13,,49,,,,,,,,,,,,,,,,
33827,S: Sedimento,-73.07898492,5.671994259,BOYACA,FIRAVITOBA,ICP,,,-1,,29,69,,0.02,,0.9,,0.0008,,,,,5.1,0.77,4.6,
33828,S: Sedimento,-73.07898492,5.671994259,BOYACA,FIRAVITOBA,Plasma (ICP),,7,,3,,,,,,,,,,,,,,,,36
33829,S: Sedimento,-73.07826038,5.67343964,BOYACA,FIRAVITOBA,ICP,,,1,,26.3,61,,0.019,,0.8,,0.0006,,,,,5.4,0.82,5,
33830,S: Sedimento,-73.07826038,5.67343964,BOYACA,FIRAVITOBA,Plasma (ICP),,30,,4,,,,,,,,,,,,,,,,21
33831,S: Sedimento,-73.07762593,5.67497559,BOYACA,FIRAVITOBA,ICP,,,3,,27.1,59,,0.02,,1,,-0.0005,,,,,3.6,0.55,6.1,
33832,S: Sedimento,-73.07762593,5.67497559,BOYACA,FIRAVITOBA,Plasma (ICP),,10,,7,,,,,,,,,,,,,,,,17
33833,S: Sedimento,-73.0772621,5.676602421,BOYACA,PAIPA,ICP,,,11,,57.8,135,,0.04,,1.8,,0.0013,,,,,5.8,0.86,10.5,
33834,S: Sedimento,-73.0772621,5.676602421,BOYACA,PAIPA,Plasma (ICP),,10,,9,,,,,,,,,,,,,,,,30
33835,S: Sedimento,-73.07554424,5.678317321,BOYACA,PAIPA,ICP,,,6,,41.8,74,,0.023,,1,,-0.0005,,,,,3.2,0.5,6.2,
33836,S: Sedimento,-73.07554424,5.678317321,BOYACA,PAIPA,Plasma (ICP),,12,,5,,,,,,,,,,,,,,,,17
33837,S: Sedimento,-73.07391835,5.679037815,BOYACA,PAIPA,ICP,,,1,,16.9,34,,0.012,,0.7,,0.0007,,,,,5.5,0.84,4.1,
33838,S: Sedimento,-73.07391835,5.679037815,BOYACA,PAIPA,Plasma (ICP),,7,,2,,,,,,,,,,,,,,,,16
33839,S: Sedimento,-73.0723824,5.679939289,BOYACA,FIRAVITOBA,ICP,,,6,,20.5,42,,0.012,,0.9,,-0.0005,,,,,3.3,0.51,4.4,
33840,S: Sedimento,-73.0723824,5.679939289,BOYACA,FIRAVITOBA,Plasma (ICP),,7,,5,,,,,,,,,,,,,,,,16
33841,S: Sedimento,-73.07120764,5.680750973,BOYACA,FIRAVITOBA,ICP,,,-1,,19.4,42,,0.011,,0.5,,-0.0005,,,,,1.6,0.24,1.9,
33842,S: Sedimento,-73.07120764,5.680750973,BOYACA,FIRAVITOBA,Plasma (ICP),,6,,1,,,,,,,,,,,,,,,,13
33843,S: Sedimento,-73.06949022,5.682194607,BOYACA,PAIPA,ICP,,,3,,30.5,65,,0.02,,1.1,,0.0006,,,,,4.5,0.71,6.4,
33844,S: Sedimento,-73.06949022,5.682194607,BOYACA,PAIPA,Plasma (ICP),,9,,5,,,,,,,,,,,,,,,,22
33845,S: Sedimento,-73.06822567,5.682734884,BOYACA,FIRAVITOBA,ICP,,,4,,38.3,105,,0.02,,1.1,,-0.0005,,,,,3.4,0.53,5.2,
33846,S: Sedimento,-73.06822567,5.682734884,BOYACA,FIRAVITOBA,Plasma (ICP),,10,,9,,,,,,,,,,,,,,,,19
33847,S: Sedimento,-73.06650934,5.68354561,BOYACA,FIRAVITOBA,ICP,,,5,,18.7,37,,0.012,,0.6,,-0.0005,,,,,1.3,0.21,2.3,
33848,S: Sedimento,-73.06650934,5.68354561,BOYACA,FIRAVITOBA,Plasma (ICP),,6,,4,,,,,,,,,,,,,,,,8
33849,S: Sedimento,-73.06869629,5.671614756,BOYACA,FIRAVITOBA,ICP,,,4,,12,25,,-0.005,,0.4,,-0.0005,,,,,2.1,0.31,2.1,
33850,S: Sedimento,-73.06869629,5.671614756,BOYACA,FIRAVITOBA,Plasma (ICP),,29,,-1,,,,,,,,,,,,,,,,5
33851,S: Sedimento,-73.06941505,5.673514708,BOYACA,FIRAVITOBA,ICP,,,2,,18.9,30,,0.011,,-0.2,,-0.0005,,,,,1.5,0.22,2.2,
33852,S: Sedimento,-73.06941505,5.673514708,BOYACA,FIRAVITOBA,Plasma (ICP),,12,,3,,,,,,,,,,,,,,,,7
33853,S: Sedimento,-73.07013381,5.67541466,BOYACA,FIRAVITOBA,ICP,,,4,,40.4,81,,0.026,,1.4,,0.0011,,,,,6.7,1.02,9.3,
33854,S: Sedimento,-73.07013381,5.67541466,BOYACA,FIRAVITOBA,Plasma (ICP),,20,,8,,,,,,,,,,,,,,,,34
33855,S: Sedimento,-73.06949745,5.678035565,BOYACA,FIRAVITOBA,ICP,,,3,,34.6,72,,0.025,,0.9,,0.0007,,,,,3.5,0.55,6.5,
33856,S: Sedimento,-73.06949745,5.678035565,BOYACA,FIRAVITOBA,Plasma (ICP),,11,,7,,,,,,,,,,,,,,,,21
33857,S: Sedimento,-73.0696742,5.680205815,BOYACA,FIRAVITOBA,ICP,,,3,,48.7,103,,0.032,,1.3,,-0.0005,,,,,2.6,0.39,8.2,
33858,S: Sedimento,-73.0696742,5.680205815,BOYACA,FIRAVITOBA,Plasma (ICP),,17,,8,,,,,,,,,,,,,,,,20
33859,S: Sedimento,-73.07029783,5.684908443,BOYACA,PAIPA,ICP,,,6,,69,143,,0.045,,1.9,,0.0013,,,,,6,0.9,10.8,
33860,S: Sedimento,-73.07029783,5.684908443,BOYACA,PAIPA,Plasma (ICP),,20,,15,,,,,,,,,,,,,,,,33
33861,S: Sedimento,-73.0711067,5.686898968,BOYACA,PAIPA,ICP,,,3,,17,28,,0.008,,-0.2,,-0.0005,,,,,2,0.32,2.3,
